taxon,lfc,se,W,p,q,diff_robust,passed_ss,Fraction,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV50,-2.014082427,0.732401868,-2.749968992,0.011148628,0.06830816,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,Lysobacter,ASV50_Lysobacter
ASV503,-2.717296012,0.746874642,-3.638222347,0.001307091,0.02038641,TRUE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV503_Solirubrobacter
ASV504,-1.963907528,0.860843618,-2.281375487,0.031691525,0.129854681,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV504_Blastocatella
ASV507,-0.337824932,0.764806911,-0.441712709,0.662651499,0.806017609,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Desertibacter,Desertibacter,ASV507_Desertibacter
ASV508,0.472134638,0.638099091,0.739908024,0.466532531,0.66149114,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV508_Hymenobacter
ASV510,-1.393670642,0.851237274,-1.637229341,0.114629519,0.290456597,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV510_A4b
ASV511,-1.308044562,0.912811978,-1.432983564,0.164761281,0.371468621,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,E1B-B3-114,E1B-B3-114,ASV511_E1B-B3-114
ASV512,-1.585423797,0.77769566,-2.038617262,0.052650332,0.170848562,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus,ASV512_Fimbriiglobus
ASV516,-0.163062983,0.632550499,-0.257786506,0.798769267,0.891928269,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Marmoricola,ASV516_Marmoricola
ASV517,-0.341545946,0.67477764,-0.506160734,0.61736193,0.78037776,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV517_WD2101_Bulk_group
ASV519,-1.389163956,0.656796901,-2.115058635,0.044997815,0.154687605,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,TRA3-20,ASV519_TRA3-20
ASV52,1.436647774,0.810101196,1.773417667,0.08885138,0.247146408,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV52_Longimicrobiaceae
ASV520,1.977055392,0.667753237,2.960757483,0.006810885,0.052449486,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV520_Hymenobacter
ASV525,-0.692258858,0.666092878,-1.03928278,0.30903085,0.533706653,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV525_Armatimonadaceae
ASV528,0.454849085,0.652313719,0.697285787,0.492323944,0.681083338,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium,ASV528_Cutibacterium
ASV531,-0.402041309,0.808399062,-0.497330252,0.623481955,0.782435494,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter,Aridibacter,ASV531_Aridibacter
ASV532,-0.684033179,0.752782605,-0.908672935,0.372557737,0.58962902,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV532_WD2101_Bulk_group
ASV534,0.368604873,0.617887556,0.596556557,0.556389363,0.730025121,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium,ASV534_Flavobacterium
ASV535,-0.173753938,0.699859481,-0.248269749,0.806037727,0.893851471,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV535_Hymenobacter
ASV5358,-0.111100699,0.536601081,-0.207045238,0.837721165,0.91224816,FALSE,TRUE,BONCAT,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,LWQ8,ASV5358_LWQ8
ASV538,0.785714695,0.696827805,1.127559332,0.270653092,0.492583804,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV538_Sphingomonadaceae
ASV539,0.294822821,0.677053876,0.435449572,0.667127321,0.808957157,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV539_Vicinamibacteraceae
ASV54,-4.478816528,0.771155184,-5.80793156,5.47E-06,3.73E-04,TRUE,TRUE,BONCAT,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV54_Deinococcus
ASV541,1.027119783,0.782613401,1.312422943,0.201790977,0.417842218,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,Euzebya,Euzebya,ASV541_Euzebya
ASV542,-1.590692882,0.602650078,-2.639496684,0.014359361,0.081201768,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV542_WD2101_Bulk_group
ASV547,1.414390331,0.619453816,2.28328617,0.031562021,0.129854681,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV547_Hymenobacter
ASV548,-2.119715327,0.716285701,-2.95931543,0.006834163,0.052449486,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea,ASV548_Luteitalea
ASV549,0.159793323,0.764364702,0.209053771,0.836170513,0.911586117,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,Arcticibacter,ASV549_Arcticibacter
ASV5500,-0.261664789,0.493534297,-0.530185623,0.600854693,0.773305255,FALSE,TRUE,BONCAT,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,LWQ8,ASV5500_LWQ8
ASV554,-1.404250298,0.742838635,-1.890384038,0.070841458,0.210436206,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV554_Segetibacter
ASV556,1.512532722,0.743695198,2.0338073,0.053168489,0.17195294,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV556_Armatimonadaceae
ASV558,-0.603675705,0.719351313,-0.839194555,0.409641649,0.615410215,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV558_WD2101_Bulk_group
ASV56,-0.685457162,0.442625724,-1.54861574,0.134561014,0.328587123,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV56_Microvirga
ASV564,-1.802206969,0.801036204,-2.249844589,0.03389973,0.136020907,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV564_Adhaeribacter
ASV566,-0.224974612,0.517397026,-0.434820072,0.667577882,0.808957157,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV566_Tautonia
ASV569,0.56300151,0.749213032,0.751457178,0.459683526,0.656593751,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Tundrisphaera,ASV569_Tundrisphaera
ASV571,0.826341292,0.637564246,1.296091017,0.207270031,0.423742326,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV571_Solirubrobacter
ASV576,-0.86417388,0.765437709,-1.128993085,0.270059729,0.492583804,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV576_Segetibacter
ASV577,0.420644574,0.582877264,0.721669209,0.477470484,0.67109587,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,Pirellulaceae,ASV577_Pirellulaceae
ASV58,-0.973567716,0.737712457,-1.319711639,0.199382279,0.414629385,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV58_Rubellimicrobium
ASV582,1.706855387,0.765216066,2.230553517,0.035318788,0.139972409,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV582_Sphingomonadaceae
ASV585,0.913925667,0.770199082,1.186609654,0.246995436,0.470200035,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV585_Blastocatellaceae
ASV592,-2.743700254,0.686854356,-3.994588123,5.34E-04,0.010990107,TRUE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV592_Armatimonadaceae
ASV594,-0.836367229,0.809628428,-1.033026016,0.311889729,0.536197059,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV594_WD2101_Bulk_group
ASV595,-0.131886408,0.914939098,-0.144147746,0.886587398,0.942061586,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV595_Armatimonadaceae
ASV596,-2.187971515,0.633420272,-3.454217697,0.002062955,0.026957809,TRUE,TRUE,BONCAT,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV596_Vicinamibacteraceae
ASV6,1.932354078,0.622005892,3.106649152,0.004810141,0.041530415,FALSE,FALSE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,Ellin6055,ASV6_Ellin6055
ASV60,-0.465773364,0.760278963,-0.612634818,0.54587956,0.723855111,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV60_Rubellimicrobium
ASV602,1.570810583,0.716709794,2.191696828,0.038341785,0.146547456,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV602_Acidimicrobiaceae
ASV606,-2.338871458,0.702726546,-3.328281065,0.002810836,0.032085116,TRUE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,Sphingoaurantiacus,ASV606_Sphingoaurantiacus
ASV6061,0.273990143,0.519273035,0.52764177,0.602592484,0.773305255,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Gammaproteobacteria,Rickettsiellales,Rickettsiellaceae,NA,Rickettsiellaceae,ASV6061_Rickettsiellaceae
ASV610,0.054643985,0.699941375,0.078069375,0.938420117,0.965004958,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,YC-ZSS-LKJ147,ASV610_YC-ZSS-LKJ147
ASV612,0.770435899,0.657419358,1.17190936,0.252736105,0.474554977,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV612_PMMR1
ASV613,-0.506961072,0.61110231,-0.82958461,0.414949277,0.620179213,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter,ASV613_Pontibacter
ASV614,1.492672456,0.647447993,2.30547082,0.030093309,0.12489369,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV614_WD2101_Bulk_group
ASV616,0.901435077,0.731266998,1.232703076,0.229625794,0.449490167,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,Rhizobiaceae,ASV616_Rhizobiaceae
ASV618,-2.442697009,0.845038965,-2.890632397,0.008035063,0.057123345,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV618_A4b
ASV619,-0.067372628,0.614151192,-0.109700394,0.913559118,0.959187477,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV619_WD2101_Bulk_group
ASV620,-0.601905406,0.779564142,-0.772105043,0.447589017,0.650824434,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV620_Gemmatimonadaceae
ASV621,1.959123217,0.658275477,2.97614492,0.006567168,0.052213544,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV621_Gemmatimonadaceae
ASV624,-0.925889171,0.5445699,-1.700220982,0.102014481,0.273263165,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV624_WD2101_Bulk_group
ASV627,-1.260146484,0.61205621,-2.05887378,0.050517104,0.166156597,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida,Rubritepida,ASV627_Rubritepida
ASV628,0.105192335,0.460418441,0.228471159,0.821215482,0.900509257,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV628_AKIW781
ASV630,-1.34025832,0.542387924,-2.471032745,0.020960133,0.105017867,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV630_Roseomonas
ASV631,-2.687409724,0.740972235,-3.626869668,0.001344594,0.020424816,TRUE,TRUE,BONCAT,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV631_Deinococcus
ASV633,-0.499258186,0.569329764,-0.876922685,0.389222309,0.602204757,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,AKYG1722,ASV633_AKYG1722
ASV637,-0.746177278,0.622515447,-1.198648615,0.242366842,0.468291792,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV637_WD2101_Bulk_group
ASV64,1.973701381,0.712568744,2.769839959,0.010648262,0.066648551,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV64_Blastocatella
ASV640,1.508308061,0.718793105,2.098389717,0.046576105,0.157479346,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,MN 122.2a,MN_122.2a,ASV640_MN_122.2a
ASV644,-1.073727269,0.559733399,-1.918283367,0.067047317,0.202608611,FALSE,TRUE,BONCAT,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV644_Abditibacterium
ASV646,-0.991319494,0.681663872,-1.454264388,0.158827006,0.362789068,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida,Rubritepida,ASV646_Rubritepida
ASV650,-2.252354035,0.751011284,-2.999094798,0.006219097,0.050536698,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV650_Longimicrobiaceae
ASV651,1.498625915,0.555710177,2.696776085,0.012599448,0.073395578,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,Iamia,ASV651_Iamia
ASV652,-0.599226573,0.650128657,-0.921704599,0.365855903,0.587537704,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,YC-ZSS-LKJ147,ASV652_YC-ZSS-LKJ147
ASV653,-0.08961502,0.511950618,-0.175046219,0.862511714,0.925926123,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV653_Rubrobacter
ASV654,-4.369898223,0.576426846,-7.581010929,8.07E-08,1.82E-05,TRUE,TRUE,BONCAT,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum,ASV654_Noviherbaspirillum
ASV656,-0.018427098,0.616626446,-0.02988373,0.976406904,0.988166359,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV656_AKIW781
ASV66,0.966573251,0.694656979,1.391439631,0.176856466,0.388734174,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV66_Sphingomonas
ASV665,1.477293473,0.680714133,2.170211257,0.040111969,0.14803943,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV665_67-14
ASV668,-0.366558015,0.792294743,-0.462653599,0.647780088,0.797376632,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV668_Segetibacter
ASV67,-0.900404749,0.72517811,-1.241632555,0.226370234,0.444334317,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV67_Roseomonas
ASV672,0.181581706,0.625470692,0.290312093,0.774071199,0.884363953,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV672_Sphingomonas
ASV675,-0.935086893,0.720087345,-1.298574263,0.206429622,0.422918315,FALSE,TRUE,BONCAT,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV675_Sumerlaea
ASV676,-3.407578251,0.818612294,-4.162627751,3.49E-04,0.008233174,TRUE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,Chloronema,ASV676_Chloronema
ASV679,1.2742409,0.667378779,1.909321875,0.068246185,0.204315978,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,Sporocytophaga,ASV679_Sporocytophaga
ASV68,2.907109034,0.693596225,4.191356483,3.25E-04,0.007845892,TRUE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV68_Sphingomonadaceae
ASV680,0.268513339,0.939934378,0.285672431,0.777580133,0.885653697,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV680_Tautonia
ASV681,-2.893464706,0.778227584,-3.718018695,0.001070943,0.018492884,TRUE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV681_AKIW781
ASV682,3.133283136,0.682440025,4.591294501,1.17E-04,0.003914985,TRUE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV682_Armatimonadaceae
ASV683,-1.091592743,0.72783713,-1.499776113,0.146713328,0.346874788,FALSE,TRUE,BONCAT,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV683_Abditibacterium
ASV688,1.64618026,0.721466396,2.281714394,0.031668519,0.129854681,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV688_Chthoniobacter
ASV690,-0.565524386,0.547781202,-1.032391006,0.312180914,0.536197059,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter,ASV690_Pseudarthrobacter
ASV692,-0.910446643,0.802494931,-1.134520116,0.267781228,0.48949801,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV692_Tautonia
ASV697,1.405426361,0.703455766,1.99788875,0.057183037,0.181196745,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV697_Acidimicrobiaceae
ASV698,-4.353348126,0.62185897,-7.00053925,3.08E-07,4.25E-05,TRUE,TRUE,BONCAT,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum,ASV698_Noviherbaspirillum
ASV705,-1.656756738,0.66075494,-2.507369431,0.019334197,0.097885697,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,Caulobacteraceae,ASV705_Caulobacteraceae
ASV706,0.815666356,0.843883861,0.966562336,0.343402601,0.569729136,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Sphaerobacter,Sphaerobacter,ASV706_Sphaerobacter
ASV707,-1.468879535,0.581225942,-2.527209176,0.01849665,0.096754863,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV707_Roseomonas
ASV710,0.991893388,0.650881929,1.523922149,0.140597919,0.340299169,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Diplosphaera,Diplosphaera,ASV710_Diplosphaera
ASV711,-0.061023053,0.637273635,-0.095756437,0.924509098,0.962325401,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV711_Rubrobacter
ASV713,1.852008877,0.576130441,3.214565221,0.00370754,0.037025517,FALSE,FALSE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV713_67-14
ASV715,-1.574033987,0.757321556,-2.078422269,0.048531782,0.162952198,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV715_Bryobacter
ASV716,-1.799456763,0.624990145,-2.87917622,0.008253974,0.057123345,FALSE,FALSE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV716_AKIW781
ASV717,1.869378804,0.655630532,2.851268684,0.008811216,0.059169764,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV717_Blastocatellaceae
ASV718,-0.424011731,0.833227335,-0.508878805,0.615483798,0.779022032,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV718_Tautonia
ASV719,0.460823337,0.642922144,0.716763829,0.48043756,0.67214245,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV719_Flavisolibacter
ASV72,-2.741337291,0.757555688,-3.618661091,0.001372364,0.020424816,TRUE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas,ASV72_Cellulomonas
ASV720,-0.747341683,0.6375428,-1.17222198,0.252613002,0.474554977,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV720_AKIW781
ASV722,-1.623781227,0.647042582,-2.50954307,0.019240746,0.097885697,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV722_Blastocatella
ASV724,0.564174704,0.695354963,0.811347778,0.425139766,0.628608798,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV724_67-14
ASV727,-1.871618939,0.583395717,-3.208146522,0.003765657,0.037157045,TRUE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV727_Sphingomonadaceae
ASV730,-0.580219637,0.796739318,-0.728242756,0.473511165,0.668445688,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV730_Sphingomonas
ASV732,-1.857020898,0.653508199,-2.841618362,0.009012086,0.060101293,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Nibrella,Nibrella,ASV732_Nibrella
