taxon,lfc,se,W,p,q,diff_robust,passed_ss,Fraction,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV552,1.390619369,0.451249422,3.081708919,0.005106614,0.015399323,TRUE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV552_Isosphaeraceae
ASV554,-2.552101592,0.486632314,-5.244414555,2.24E-05,2.59E-04,TRUE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV554_Segetibacter
ASV558,-2.119679367,0.578744765,-3.662546074,0.001230159,0.005447848,TRUE,TRUE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV558_WD2101_Bulk_group
ASV56,-1.06411465,0.266553755,-3.992120278,5.38E-04,0.003010705,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV56_Microvirga
ASV564,-1.987759262,0.534355305,-3.719920517,0.001065859,0.004857392,TRUE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV564_Adhaeribacter
ASV566,0.49514811,0.47904148,1.03362262,0.311616328,0.444756269,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV566_Tautonia
ASV569,-0.14151567,0.795157384,-0.177971899,0.860238704,0.915776092,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Tundrisphaera,ASV569_Tundrisphaera
ASV571,-0.032442941,0.654374044,-0.049578588,0.960868515,0.974317359,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV571_Solirubrobacter
ASV576,-0.230716885,0.45267016,-0.509679906,0.614930763,0.732060432,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV576_Segetibacter
ASV577,-0.626357387,0.448153574,-1.39764006,0.175007778,0.277364066,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,Pirellulaceae,ASV577_Pirellulaceae
ASV58,-2.810266877,0.515783252,-5.448542316,1.34E-05,1.89E-04,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV58_Rubellimicrobium
ASV581,-3.391505109,0.415076927,-8.170786872,2.17E-08,1.40E-06,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,Candidatus_Alysiosphaera,ASV581_Candidatus_Alysiosphaera
ASV585,1.065311878,0.532981741,1.998777435,0.057080561,0.111993506,FALSE,FALSE,Bulk,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV585_Blastocatellaceae
ASV588,0.684213608,0.562554946,1.216260941,0.235712801,0.35403683,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,NA,Spirosomataceae,ASV588_Spirosomataceae
ASV592,-2.477262727,0.517691175,-4.785213363,7.17E-05,6.39E-04,TRUE,TRUE,Bulk,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV592_Armatimonadaceae
ASV594,-1.471115171,0.564107538,-2.60786299,0.015427593,0.038077658,FALSE,FALSE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV594_WD2101_Bulk_group
ASV595,-0.223810323,0.447524495,-0.500107426,0.621554205,0.736551237,FALSE,TRUE,Bulk,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV595_Armatimonadaceae
ASV6,-1.108537859,0.570005463,-1.944784624,0.063609205,0.122325394,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,Ellin6055,ASV6_Ellin6055
ASV60,-2.319410603,0.510331963,-4.544905615,1.32E-04,0.001013774,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV60_Rubellimicrobium
ASV602,0.067648362,0.431461237,0.156788969,0.876722676,0.926120318,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV602_Acidimicrobiaceae
ASV606,-2.452043376,0.491447093,-4.989435102,4.27E-05,4.30E-04,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,Sphingoaurantiacus,ASV606_Sphingoaurantiacus
ASV612,1.108003342,0.459974801,2.408834875,0.024040016,0.054958739,FALSE,FALSE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV612_PMMR1
ASV613,-0.547500662,0.538249836,-1.017186864,0.31920973,0.450614829,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter,ASV613_Pontibacter
ASV614,1.199426685,0.600876847,1.996127311,0.057386633,0.112309699,FALSE,FALSE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV614_WD2101_Bulk_group
ASV616,0.183713799,0.5287859,0.347425676,0.731299914,0.8119734,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,Rhizobiaceae,ASV616_Rhizobiaceae
ASV618,-2.118428856,0.548463128,-3.862481808,7.45E-04,0.003775282,TRUE,TRUE,Bulk,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV618_A4b
ASV619,-0.537214165,0.521969626,-1.029205797,0.313644376,0.446008057,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV619_WD2101_Bulk_group
ASV620,0.371188732,0.563852241,0.658308516,0.516605755,0.64680042,FALSE,TRUE,Bulk,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV620_Gemmatimonadaceae
ASV6200,-1.320188782,0.402472097,-3.280199531,0.003160895,0.010336261,FALSE,FALSE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV6200_Isosphaeraceae
ASV621,1.723125046,0.667056966,2.583175251,0.016312433,0.040006757,TRUE,TRUE,Bulk,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV621_Gemmatimonadaceae
ASV624,-1.481594969,0.639582266,-2.316504142,0.029386345,0.06326227,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV624_WD2101_Bulk_group
ASV627,0.357721876,0.44912451,0.796487095,0.433557645,0.567746044,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida,Rubritepida,ASV627_Rubritepida
ASV628,1.904629719,0.408839453,4.65862505,9.89E-05,8.07E-04,TRUE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV628_AKIW781
ASV630,-2.779799087,0.623291112,-4.459872817,1.64E-04,0.001185468,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV630_Roseomonas
ASV631,-3.351860102,0.330924148,-10.12878668,3.83E-10,7.41E-08,TRUE,TRUE,Bulk,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV631_Deinococcus
ASV632,-0.010215305,0.455288313,-0.022437002,0.98228487,0.988998111,FALSE,TRUE,Bulk,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV632_Longimicrobiaceae
ASV633,-2.268654737,0.509001125,-4.457072147,1.65E-04,0.001185468,TRUE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,AKYG1722,ASV633_AKYG1722
ASV636,-3.004166927,0.45820859,-6.556330437,8.82E-07,2.85E-05,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Acetobacteraceae,ASV636_Acetobacteraceae
ASV637,-1.343888353,0.485605163,-2.767450711,0.010707283,0.027752992,FALSE,FALSE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV637_WD2101_Bulk_group
ASV64,0.414175086,0.437039873,0.947682607,0.352736358,0.484699783,FALSE,TRUE,Bulk,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV64_Blastocatella
ASV640,0.632310646,0.551552914,1.146418829,0.262923775,0.386652611,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,MN 122.2a,MN_122.2a,ASV640_MN_122.2a
ASV641,0.102824234,0.513912617,0.200081163,0.84310281,0.902492649,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV641_Tautonia
ASV644,-1.756143769,0.461758702,-3.803163347,8.65E-04,0.004243591,TRUE,TRUE,Bulk,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV644_Abditibacterium
ASV646,-1.105177554,0.47098889,-2.346504511,0.027540178,0.060292762,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida,Rubritepida,ASV646_Rubritepida
ASV651,1.18E-04,0.423066829,2.78E-04,0.999780643,0.999780643,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,Iamia,ASV651_Iamia
ASV653,0.424710489,0.72636612,0.584705807,0.564202449,0.684137314,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV653_Rubrobacter
ASV654,-3.138875528,0.517415186,-6.066454197,2.89E-06,6.06E-05,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum,ASV654_Noviherbaspirillum
ASV656,-1.585700053,0.482144455,-3.288848471,0.003094956,0.010325552,FALSE,FALSE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV656_AKIW781
ASV658,0.604236573,0.6125774,0.986384045,0.333785239,0.465296324,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV658_AKIW781
ASV66,-1.553933598,0.813249941,-1.910770009,0.068051193,0.129004117,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV66_Sphingomonas
ASV661,0.136397728,0.623098061,0.218902507,0.828576883,0.893111383,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Dankookia,Dankookia,ASV661_Dankookia
ASV663,2.449844966,0.393435913,6.226795476,1.96E-06,4.59E-05,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pikeienuella,Pikeienuella,ASV663_Pikeienuella
ASV665,-0.270750077,0.451432393,-0.599757752,0.554288508,0.678898908,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV665_67-14
ASV668,-1.494743698,0.476056592,-3.139844552,0.00444111,0.013712591,FALSE,FALSE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV668_Segetibacter
ASV67,1.405639639,0.454296439,3.094102261,0.004957161,0.015065881,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV67_Roseomonas
ASV673,2.575707738,0.508960167,5.060725583,3.56E-05,3.63E-04,TRUE,TRUE,Bulk,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides,ASV673_Nocardioides
ASV674,-1.346607314,0.392950515,-3.426913219,0.002206553,0.008060613,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter,ASV674_Altererythrobacter
ASV679,-0.488178656,0.590276974,-0.827033202,0.416365667,0.550654252,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,Sporocytophaga,ASV679_Sporocytophaga
ASV68,0.922368926,0.607904695,1.517291993,0.142256011,0.234073055,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV68_Sphingomonadaceae
ASV681,-1.664884684,0.694165742,-2.398396496,0.024596073,0.055412664,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV681_AKIW781
ASV688,0.370523971,0.516397556,0.717516896,0.479981365,0.614852162,FALSE,TRUE,Bulk,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV688_Chthoniobacter
ASV690,-2.074117639,0.631958189,-3.282048839,0.003146683,0.010333386,TRUE,TRUE,Bulk,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter,ASV690_Pseudarthrobacter
ASV692,2.629183937,0.555739593,4.730963874,8.23E-05,6.86E-04,TRUE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV692_Tautonia
ASV695,0.224744145,0.612041348,0.367204186,0.716684805,0.803807125,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Tundrisphaera,ASV695_Tundrisphaera
ASV697,-0.572329898,0.401579038,-1.42519864,0.166976015,0.267368619,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV697_Acidimicrobiaceae
ASV698,-3.498864841,0.608677024,-5.748311015,6.35E-06,1.07E-04,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum,ASV698_Noviherbaspirillum
ASV704,-1.006771065,0.628956146,-1.60070153,0.122525473,0.207783899,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseicella,Roseicella,ASV704_Roseicella
ASV705,-2.065555357,0.589334447,-3.504894998,0.001820188,0.007053227,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,Caulobacteraceae,ASV705_Caulobacteraceae
ASV706,-0.467296752,0.463935148,-1.007245848,0.323864557,0.455526373,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Sphaerobacter,Sphaerobacter,ASV706_Sphaerobacter
ASV707,-3.712423779,0.444973645,-8.34301946,1.49E-08,1.15E-06,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV707_Roseomonas
ASV710,0.745525619,0.601397523,1.239655288,0.227088083,0.343066792,FALSE,TRUE,Bulk,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Diplosphaera,Diplosphaera,ASV710_Diplosphaera
ASV711,0.365185233,0.668130831,0.546577431,0.589715083,0.707475525,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV711_Rubrobacter
ASV713,-0.036379453,0.589149054,-0.061749149,0.951273969,0.967503052,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV713_67-14
ASV715,0.435921516,0.708335626,0.615416619,0.544071867,0.670358818,FALSE,TRUE,Bulk,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV715_Bryobacter
ASV716,-2.052410872,0.684404062,-2.998829181,0.006223023,0.017862381,FALSE,FALSE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV716_AKIW781
ASV717,0.006417242,0.477853826,0.013429299,0.989396305,0.99324111,FALSE,TRUE,Bulk,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV717_Blastocatellaceae
ASV718,-0.917939207,0.640885549,-1.432298182,0.164955317,0.264679856,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV718_Tautonia
ASV719,-0.998657931,0.621716634,-1.606291156,0.121288667,0.206137537,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV719_Flavisolibacter
ASV72,-2.097449397,0.438022558,-4.788450633,7.11E-05,6.39E-04,TRUE,TRUE,Bulk,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas,ASV72_Cellulomonas
ASV720,-2.992439099,0.425045395,-7.040281191,2.80E-07,1.21E-05,TRUE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV720_AKIW781
ASV722,-1.314243269,0.443008158,-2.966634464,0.006716799,0.018657775,FALSE,FALSE,Bulk,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV722_Blastocatella
ASV724,-0.648666914,0.616063717,-1.052921794,0.30286282,0.434664232,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV724_67-14
ASV727,-2.443251667,0.446259198,-5.474960918,1.26E-05,1.82E-04,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV727_Sphingomonadaceae
ASV730,-1.735875244,0.493208289,-3.519558131,0.001755304,0.006976655,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV730_Sphingomonas
ASV732,-2.428366584,0.450347847,-5.392202044,1.54E-05,2.10E-04,TRUE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Nibrella,Nibrella,ASV732_Nibrella
ASV734,-3.052468397,0.493891326,-6.180445451,2.19E-06,4.85E-05,TRUE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV734_AKIW781
ASV735,-0.551097388,0.654648525,-0.841821781,0.408198121,0.543562789,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV735_Acidimicrobiaceae
ASV738,1.338480768,0.603097829,2.219342708,0.036168009,0.075553119,FALSE,FALSE,Bulk,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV738_Armatimonadaceae
ASV742,-1.874236591,0.632642534,-2.962552294,0.006782019,0.018704856,FALSE,FALSE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV742_Segetibacter
ASV747,-0.333189808,0.566920061,-0.587719206,0.562210426,0.684137314,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV747_Adhaeribacter
ASV749,-0.586366741,0.53982264,-1.086221099,0.288171129,0.415889432,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Desertimonas,Desertimonas,ASV749_Desertimonas
ASV75,-0.012297549,0.253732842,-0.048466526,0.961745522,0.974317359,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,Nocardioidaceae,ASV75_Nocardioidaceae
ASV750,-1.283567038,0.635017815,-2.021308707,0.054536138,0.107545819,FALSE,TRUE,Bulk,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora,ASV750_Actinomycetospora
ASV753,-1.112082631,0.529459733,-2.100410215,0.046382191,0.094099995,FALSE,TRUE,Bulk,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,Fimbriimonadaceae,ASV753_Fimbriimonadaceae
ASV756,-0.467914611,0.61664038,-0.758812796,0.455352789,0.591119618,FALSE,TRUE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,Sphingobacteriaceae,ASV756_Sphingobacteriaceae
ASV758,-2.091129561,0.541018635,-3.865171041,7.40E-04,0.003774492,TRUE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylorubrum,Methylorubrum,ASV758_Methylorubrum
ASV759,-4.308184087,0.396227767,-10.87299893,9.35E-11,3.63E-08,TRUE,TRUE,Bulk,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter,Modestobacter,ASV759_Modestobacter
ASV76,-0.391881042,0.348399421,-1.124803942,0.271796087,0.395943547,FALSE,TRUE,Bulk,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV76_Deinococcus
ASV763,0.044157466,0.382849069,0.115339098,0.909135953,0.943213338,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV763_WD2101_Bulk_group
ASV769,-0.838942552,0.501809782,-1.671833795,0.107546459,0.187300013,FALSE,TRUE,Bulk,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV769_Chthoniobacter
ASV770,-0.267432495,0.48603322,-0.550235013,0.587243324,0.705602443,FALSE,TRUE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV770_Sphingomonas
ASV772,-1.263009019,0.459625055,-2.747911596,0.011201684,0.028937683,FALSE,FALSE,Bulk,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,Fimbriimonadaceae,ASV772_Fimbriimonadaceae
ASV778,-1.314345587,0.498969151,-2.634121937,0.014535833,0.036106636,FALSE,FALSE,Bulk,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV778_Longimicrobiaceae
ASV779,1.78259177,0.604355608,2.949574303,0.006993405,0.019151551,TRUE,TRUE,Bulk,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV779_Solirubrobacter
ASV783,-2.250761204,0.566381672,-3.97393015,5.63E-04,0.003051138,TRUE,TRUE,Bulk,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV783_Roseisolibacter
ASV785,-1.66171065,0.541583037,-3.068247225,0.005273851,0.015659902,FALSE,FALSE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV785_WD2101_Bulk_group
ASV788,-0.80745812,0.568686545,-1.419864999,0.16850707,0.269263875,FALSE,TRUE,Bulk,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV788_WD2101_Bulk_group
ASV79,-3.097368807,0.648598068,-4.775482627,7.35E-05,6.43E-04,TRUE,TRUE,Bulk,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV79_Blastocatella
ASV790,-1.759398659,0.567344189,-3.101113384,0.004874483,0.014872931,FALSE,FALSE,Bulk,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV790_Microvirga
ASV791,-0.812706823,0.564544108,-1.439580738,0.162902916,0.262473513,FALSE,TRUE,Bulk,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,Herpetosiphon,ASV791_Herpetosiphon
ASV793,-1.692339859,0.553751498,-3.056135945,0.005428792,0.015936795,FALSE,FALSE,Bulk,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Ferruginibacter,ASV793_Ferruginibacter
ASV794,-1.255405493,0.352913136,-3.557264847,0.001598653,0.006520821,TRUE,TRUE,Bulk,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV794_Deinococcaceae
ASV798,-3.149389655,0.58742518,-5.361346026,1.67E-05,2.19E-04,TRUE,TRUE,Bulk,Bacteria,Actinomycetota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,Kineosporia,ASV798_Kineosporia
