taxon,lfc,se,W,p,q,diff_robust,passed_ss,Biocrust,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV577,-0.883902268,0.559817646,-1.578911052,0.127447418,0.250312457,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,Pirellulaceae,ASV577_Pirellulaceae
ASV58,1.044848642,0.664761208,1.571765365,0.129096651,0.252417165,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV58_Rubellimicrobium
ASV582,1.451468161,0.73956937,1.962585554,0.061387644,0.139720835,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV582_Sphingomonadaceae
ASV585,-0.816979303,0.818356162,-0.998317531,0.328085097,0.509318605,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV585_Blastocatellaceae
ASV588,-3.901251996,0.466973899,-8.354325598,1.45E-08,5.29E-07,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,NA,Spirosomataceae,ASV588_Spirosomataceae
ASV592,0.315484383,0.628196093,0.502206854,0.620098736,0.769838488,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV592_Armatimonadaceae
ASV594,0.353677991,0.61569247,0.574439364,0.571016151,0.728566593,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV594_WD2101_soil_group
ASV595,1.709758404,0.688819,2.482159181,0.020449278,0.058028145,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV595_Armatimonadaceae
ASV6,2.462369705,0.506210052,4.864324003,5.86E-05,5.23E-04,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,Ellin6055,ASV6_Ellin6055
ASV60,-0.658205606,0.704222286,-0.93465603,0.359275085,0.537682233,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV60_Rubellimicrobium
ASV602,1.180267111,0.690213295,1.710003443,0.100164739,0.206211844,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV602_Acidimicrobiaceae
ASV606,-0.385026191,0.581330484,-0.662318941,0.514077222,0.689115785,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,Sphingoaurantiacus,ASV606_Sphingoaurantiacus
ASV6061,0.209749582,0.460142028,0.45583661,0.65260525,0.792190261,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Rickettsiellales,Rickettsiellaceae,NA,Rickettsiellaceae,ASV6061_Rickettsiellaceae
ASV610,0.023159764,0.646275169,0.035835763,0.971709716,0.985236997,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,YC-ZSS-LKJ147,ASV610_YC-ZSS-LKJ147
ASV612,0.075204864,0.51187832,0.146919416,0.884422835,0.943915672,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV612_PMMR1
ASV613,-2.962857646,0.603701347,-4.907820164,5.25E-05,4.88E-04,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter,ASV613_Pontibacter
ASV614,-0.914597693,0.791961146,-1.154851722,0.259520559,0.422385417,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV614_WD2101_soil_group
ASV616,0.372873475,0.628098187,0.593654754,0.558297297,0.722891612,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,Rhizobiaceae,ASV616_Rhizobiaceae
ASV618,-0.057900877,0.564564232,-0.102558528,0.919165479,0.964406517,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV618_A4b
ASV619,-1.561087299,0.568569751,-2.745639027,0.011260566,0.036182848,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV619_WD2101_soil_group
ASV620,1.156832915,0.768786767,1.504751336,0.145435862,0.27693016,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV620_Gemmatimonadaceae
ASV621,-1.054916074,0.820198851,-1.286171119,0.210653589,0.368960394,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV621_Gemmatimonadaceae
ASV624,-2.62398105,0.598598844,-4.383538453,1.99E-04,0.001370714,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV624_WD2101_soil_group
ASV627,-3.560927122,0.446276847,-7.979188587,3.30E-08,1.07E-06,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida,Rubritepida,ASV627_Rubritepida
ASV628,-3.491247706,0.442177741,-7.895575425,3.98E-08,1.20E-06,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV628_AKIW781
ASV630,-1.638256094,0.535195221,-3.06104395,0.005365484,0.01933351,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV630_Roseomonas
ASV632,-0.960498673,0.570885697,-1.682471077,0.105444584,0.214821833,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV632_Longimicrobiaceae
ASV633,-1.632562551,0.584325025,-2.793928863,0.010070131,0.033087574,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,AKYG1722,ASV633_AKYG1722
ASV636,-1.739219046,0.499748249,-3.480190377,0.001934835,0.008931977,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Acetobacteraceae,ASV636_Acetobacteraceae
ASV637,-2.149266219,0.56843451,-3.781026981,9.15E-04,0.004815243,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV637_WD2101_soil_group
ASV64,-0.645464262,0.555485979,-1.161981197,0.256668753,0.422385417,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV64_Blastocatella
ASV640,-0.109509761,0.847713983,-0.12918244,0.898289822,0.9527977,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,MN 122.2a,MN_122.2a,ASV640_MN_122.2a
ASV641,-3.375156145,0.50102436,-6.73651106,5.74E-07,1.19E-05,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV641_Tautonia
ASV644,-1.292960369,0.50934957,-2.538453833,0.018037057,0.053078914,FALSE,FALSE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV644_Abditibacterium
ASV646,-2.361812556,0.524972232,-4.498928541,1.49E-04,0.00109076,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida,Rubritepida,ASV646_Rubritepida
ASV650,0.373092538,0.514199952,0.725578711,0.47511343,0.651882477,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV650_Longimicrobiaceae
ASV651,0.447043501,0.489418847,0.913417014,0.370108672,0.549193514,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,Iamia,ASV651_Iamia
ASV653,-2.440154899,0.681893257,-3.578499825,0.001516537,0.007404768,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV653_Rubrobacter
ASV656,-1.358597356,0.594711067,-2.284466239,0.031482279,0.081891404,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV656_AKIW781
ASV658,-3.663973445,0.523432055,-6.999902678,3.08E-07,7.09E-06,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV658_AKIW781
ASV66,2.646490861,0.644918107,4.103607623,4.05E-04,0.002538437,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV66_Sphingomonas
ASV661,-3.318098634,0.527665216,-6.288264855,1.68E-06,2.63E-05,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Dankookia,Dankookia,ASV661_Dankookia
ASV663,-4.025455195,0.396220851,-10.15962483,3.60E-10,2.42E-08,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pikeienuella,Pikeienuella,ASV663_Pikeienuella
ASV665,1.820492146,0.625047768,2.912564832,0.007631283,0.026362615,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV665_67-14
ASV668,0.973369418,0.601038308,1.619479833,0.118411547,0.233615557,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV668_Segetibacter
ASV67,-2.892659665,0.491909572,-5.880470372,4.57E-06,6.06E-05,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV67_Roseomonas
ASV672,-0.029204098,0.584792396,-0.049939257,0.960584091,0.976857503,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV672_Sphingomonas
ASV673,-4.117831962,0.480126983,-8.576547681,9.01E-09,3.75E-07,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides,ASV673_Nocardioides
ASV675,0.511592011,0.545002141,0.938697251,0.357237967,0.535550571,FALSE,TRUE,D-BSC,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV675_Sumerlaea
ASV679,0.316566544,0.665297938,0.475826733,0.638500554,0.782678099,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,Sporocytophaga,ASV679_Sporocytophaga
ASV68,1.133638657,0.536748504,2.112048096,0.045279271,0.108125909,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV68_Sphingomonadaceae
ASV680,1.249807012,0.807373658,1.547990822,0.13471112,0.262221646,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV680_Tautonia
ASV681,-1.907797675,0.616577188,-3.094174924,0.004956297,0.018221179,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV681_AKIW781
ASV682,2.611300841,0.678663722,3.847709484,7.74E-04,0.004231671,TRUE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV682_Armatimonadaceae
ASV683,0.730646174,0.555565077,1.315140574,0.200890256,0.355421222,FALSE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV683_Abditibacterium
ASV688,0.835443425,0.699936648,1.193598631,0.244300443,0.410612667,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV688_Chthoniobacter
ASV692,-3.508447233,0.669491092,-5.240468879,2.26E-05,2.33E-04,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV692_Tautonia
ASV695,-3.527418075,0.566925421,-6.222014297,1.98E-06,2.93E-05,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Tundrisphaera,ASV695_Tundrisphaera
ASV697,1.19636468,0.621286696,1.925624173,0.066079036,0.147867629,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV697_Acidimicrobiaceae
ASV704,-2.559874045,0.578816613,-4.42259947,1.80E-04,0.001271115,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseicella,Roseicella,ASV704_Roseicella
ASV705,-0.059420617,0.628175431,-0.094592392,0.925423924,0.966332748,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,Caulobacteraceae,ASV705_Caulobacteraceae
ASV706,1.065274267,0.706803848,1.507171007,0.144817855,0.276355469,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Sphaerobacter,Sphaerobacter,ASV706_Sphaerobacter
ASV710,-0.507144408,0.722999071,-0.70144545,0.489771519,0.667800792,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Diplosphaera,Diplosphaera,ASV710_Diplosphaera
ASV711,-3.190528526,0.604511634,-5.277861247,2.06E-05,2.17E-04,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV711_Rubrobacter
ASV713,-0.032650519,0.624177695,-0.052309653,0.958714929,0.976857503,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV713_67-14
ASV715,-1.393728099,0.73252849,-1.902626475,0.069154084,0.151860978,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV715_Bryobacter
ASV716,-1.130100225,0.534524941,-2.114214208,0.045076602,0.107936849,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV716_AKIW781
ASV717,0.877454386,0.741640491,1.183126322,0.248346872,0.415814494,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV717_Blastocatellaceae
ASV718,-0.219538608,0.688410663,-0.31890646,0.752556426,0.862037112,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV718_Tautonia
ASV719,-1.171227922,0.628173629,-1.86449712,0.074527977,0.16167206,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV719_Flavisolibacter
ASV72,-3.934759593,0.60651681,-6.487469971,1.04E-06,1.84E-05,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas,ASV72_Cellulomonas
ASV724,-0.616912953,0.682943629,-0.903314603,0.375336714,0.555066477,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV724_67-14
ASV730,0.648813415,0.580869524,1.116969283,0.275065262,0.440301331,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV730_Sphingomonas
ASV735,-1.39899938,0.692299861,-2.020799741,0.054592486,0.126227071,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV735_Acidimicrobiaceae
ASV737,0.445233864,0.681626299,0.653193494,0.519840648,0.693386468,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA,Ardenticatenaceae,ASV737_Ardenticatenaceae
ASV738,-2.681844488,0.6534698,-4.104006778,4.05E-04,0.002538437,TRUE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV738_Armatimonadaceae
ASV742,0.889898299,0.679557214,1.309526676,0.202754348,0.35713272,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV742_Segetibacter
ASV746,1.549470502,0.547562658,2.829759261,0.009264884,0.031264513,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,Baekduia,ASV746_Baekduia
ASV747,0.825946454,0.603025983,1.36966976,0.183469974,0.330624242,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV747_Adhaeribacter
ASV749,-2.971499091,0.475117509,-6.254240335,1.83E-06,2.76E-05,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Desertimonas,Desertimonas,ASV749_Desertimonas
ASV75,-2.799486865,0.52946202,-5.28741772,2.01E-05,2.14E-04,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,Nocardioidaceae,ASV75_Nocardioidaceae
ASV753,-0.860559021,0.584134934,-1.473219578,0.153687206,0.2894884,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,Fimbriimonadaceae,ASV753_Fimbriimonadaceae
ASV756,1.249804853,0.586722555,2.130146254,0.043610761,0.105292278,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,Sphingobacteriaceae,ASV756_Sphingobacteriaceae
ASV758,0.274863521,0.666622168,0.412322803,0.683762719,0.811293433,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylorubrum,Methylorubrum,ASV758_Methylorubrum
ASV76,-1.814593713,0.777353133,-2.334323536,0.02827657,0.07627692,FALSE,FALSE,D-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV76_Deinococcus
ASV763,-0.567861396,0.577055632,-0.984066984,0.334899837,0.513513083,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV763_WD2101_soil_group
ASV764,1.444373459,0.538203901,2.68369192,0.012982615,0.040236898,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,Ilumatobacteraceae,ASV764_Ilumatobacteraceae
ASV769,0.331633516,0.625565935,0.530133592,0.600890213,0.755651865,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV769_Chthoniobacter
ASV770,2.352947506,0.520327057,4.52205488,1.40E-04,0.001037147,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV770_Sphingomonas
ASV772,0.02986179,0.543544332,0.054939015,0.956641843,0.976857503,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,Fimbriimonadaceae,ASV772_Fimbriimonadaceae
ASV778,2.342279017,0.437313815,5.356059969,1.69E-05,1.85E-04,TRUE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV778_Longimicrobiaceae
ASV779,-1.535163194,0.806156494,-1.904299234,0.068926274,0.151860978,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV779_Solirubrobacter
ASV783,0.78788466,0.601876076,1.309047978,0.202913918,0.35713272,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV783_Roseisolibacter
ASV785,-1.193320171,0.511913618,-2.331096748,0.028474642,0.076574883,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV785_WD2101_soil_group
ASV788,0.316270704,0.638881821,0.495037882,0.625075252,0.774915986,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV788_WD2101_soil_group
ASV79,1.699785646,0.672892791,2.52608687,0.018543114,0.054022272,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV79_Blastocatella
ASV790,-1.762902491,0.467199418,-3.773340513,9.32E-04,0.004879576,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV790_Microvirga
ASV791,-1.657230649,0.518817335,-3.194246871,0.00389454,0.015471943,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,Herpetosiphon,ASV791_Herpetosiphon
ASV793,-0.198072729,0.587564571,-0.33710802,0.738965816,0.855438574,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Ferruginibacter,ASV793_Ferruginibacter
ASV799,-0.008354344,0.473115236,-0.017658159,0.986057541,0.988715166,FALSE,TRUE,D-BSC,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,NA,Thermaceae,ASV799_Thermaceae
ASV8,-6.80990125,0.493948256,-13.78666929,6.71E-13,2.93E-10,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus,ASV8_Geodermatophilus
ASV80,-3.780337048,0.738344635,-5.120016956,3.07E-05,3.12E-04,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV80_Isosphaeraceae
ASV802,-1.453237189,0.696277971,-2.087150893,0.047668023,0.112768363,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV802_WD2101_soil_group
ASV803,1.428234387,0.569827956,2.506430885,0.019374678,0.055519568,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,Chitinophagaceae,ASV803_Chitinophagaceae
ASV804,-2.475993754,0.57865462,-4.278880129,2.60E-04,0.001747179,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia,ASV804_Pseudonocardia
ASV806,0.211891382,0.641293287,0.3304126,0.743955301,0.856675801,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,MN 122.2a,MN_122.2a,ASV806_MN_122.2a
ASV810,-2.117950058,0.595985957,-3.553691213,0.001612893,0.007788224,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Couchioplanes,Couchioplanes,ASV810_Couchioplanes
ASV811,-1.747077201,0.662038009,-2.638937914,0.014377614,0.0442466,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,AKYG1722,ASV811_AKYG1722
ASV813,0.571672663,0.680528982,0.840041612,0.409175881,0.590131551,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV813_Armatimonadaceae
ASV815,-0.222738823,0.623074888,-0.357483229,0.723854622,0.841288484,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV815_AKIW781
ASV816,-3.495035105,0.509417446,-6.860846894,4.27E-07,9.34E-06,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV816_Tautonia
ASV82,4.250007167,0.532678205,7.978564025,3.31E-08,1.07E-06,TRUE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV82_Armatimonadaceae
ASV821,2.306645636,0.383697245,6.011629386,3.31E-06,4.52E-05,TRUE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV821_Abditibacterium
