taxon,lfc,se,W,p,q,diff_robust,passed_ss,Biocrust,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV1262,0.229717405,0.63441386,0.362093926,0.720450682,0.853872691,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus,ASV1262_Fimbriiglobus
ASV1267,-1.785099591,0.57430538,-3.108275931,0.004791389,0.024205215,TRUE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1267_AKIW781
ASV1269,-1.151852636,0.647731615,-1.778286884,0.088029771,0.210155622,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV1269_Flavisolibacter
ASV127,2.468307103,0.491799107,5.018933684,3.96E-05,5.87E-04,TRUE,TRUE,L-BSC,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV127_A4b
ASV1273,-1.05369948,0.739443772,-1.424989324,0.16703589,0.327840833,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes,ASV1273_Actinoplanes
ASV128,-0.668873351,0.797529672,-0.838681461,0.409923944,0.615590253,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,Longimicrobium,Longimicrobium,ASV128_Longimicrobium
ASV1283,-0.51129445,0.434021895,-1.178038382,0.250330725,0.449258836,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV1283_A4b
ASV1285,-0.275192041,0.616426377,-0.44643132,0.659287871,0.816172237,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV1285_Bryobacter
ASV1286,-0.948931203,0.505924072,-1.87563956,0.072921236,0.183669049,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1286_AKIW781
ASV1287,-0.315263878,0.58414636,-0.539700149,0.594376446,0.777672177,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV1287_Sphingomonas
ASV1290,-1.402631633,0.506934139,-2.766891248,0.010721148,0.044121139,TRUE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1290_AKIW781
ASV1291,-0.258416687,0.663991149,-0.389186945,0.700569631,0.839914757,FALSE,TRUE,L-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1291_Armatimonadaceae
ASV1292,1.18471867,0.594947169,1.991300626,0.057947813,0.153010238,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Conexibacter,ASV1292_Conexibacter
ASV1296,-1.837428316,0.612373897,-3.000500716,0.006198358,0.028969865,TRUE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV1296_Flavisolibacter
ASV1299,0.089006172,0.623271739,0.142804761,0.887636539,0.933416049,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1299_AKIW781
ASV13,1.864472829,0.749250391,2.488450925,0.020165533,0.06993919,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV13_Blastocatella
ASV130,1.183186669,0.650559424,1.818721898,0.081455322,0.19941723,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,Piscinibacter,ASV130_Piscinibacter
ASV1304,0.373579089,0.568587565,0.657030002,0.517413284,0.712226332,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,AKYG1722,ASV1304_AKYG1722
ASV1306,0.131030158,0.575062232,0.227853875,0.821689876,0.898775286,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV1306_Roseisolibacter
ASV1309,-2.449724844,0.573020382,-4.275109436,2.62E-04,0.002605903,TRUE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1309_Tautonia
ASV131,-0.03340039,0.968674594,-0.034480506,0.972779164,0.985442927,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV131_Rubellimicrobium
ASV1310,-0.862680444,0.515892027,-1.672211238,0.107471279,0.239572961,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV1310_Solirubrobacter
ASV1311,-2.536959836,0.566114178,-4.481357178,1.55E-04,0.00176279,TRUE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1311_WD2101_soil_group
ASV1312,-1.769358769,0.56801169,-3.115004145,0.004714575,0.02395662,TRUE,TRUE,L-BSC,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira,ASV1312_Nitrospira
ASV1316,-1.714376771,0.553358425,-3.098130785,0.004909492,0.024519405,TRUE,TRUE,L-BSC,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus,ASV1316_Tumebacillus
ASV132,-2.360948907,0.537101891,-4.395718853,1.93E-04,0.002033387,TRUE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Psychroglaciecola,Psychroglaciecola,ASV132_Psychroglaciecola
ASV1322,0.605613981,0.55447975,1.092220196,0.285579532,0.485596325,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1322_Gemmata
ASV1324,0.556168942,0.627426248,0.886429192,0.384182751,0.591184518,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV1324_Blastocatella
ASV1325,2.987953548,0.640811601,4.662764445,9.79E-05,0.001222228,TRUE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,Kineococcus,ASV1325_Kineococcus
ASV1326,-0.395553414,0.712715436,-0.554994875,0.584034314,0.767587955,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV1326_Hymenobacter
ASV1330,-1.095819088,0.486476634,-2.252562637,0.033704007,0.104089406,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides,ASV1330_Nocardioides
ASV1332,-0.567348155,0.542145127,-1.046487604,0.305761657,0.507195295,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas,ASV1332_Brevundimonas
ASV1333,-1.412876283,0.560823555,-2.519288414,0.018826901,0.066083179,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV1333_Isosphaeraceae
ASV1334,-0.579999705,0.680250132,-0.852627112,0.402295087,0.609368987,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV1334_Solirubrobacter
ASV1339,0.27444724,0.513727588,0.53422718,0.598098734,0.781372636,FALSE,TRUE,L-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1339_Abditibacterium
ASV134,-0.46959613,0.720787617,-0.651504158,0.52091147,0.715100738,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV134_A4b
ASV1341,0.484339143,0.505931737,0.957321131,0.347950122,0.549924786,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV1341_Gemmatimonas
ASV1349,1.1256309,0.5842132,1.926746778,0.065932045,0.170487004,FALSE,TRUE,L-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1349_Armatimonadaceae
ASV1353,-0.943640199,0.549670966,-1.716736481,0.098908189,0.228513022,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1353_JG30-KF-CM45
ASV1356,-0.088140125,0.600412679,-0.146799241,0.884516668,0.933416049,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1356_Gemmata
ASV136,0.508377742,0.726806951,0.699467365,0.490984353,0.687560976,FALSE,TRUE,L-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter,ASV136_Luteolibacter
ASV1361,-0.230497508,0.704357311,-0.327245142,0.746319723,0.859785613,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV1361_Adhaeribacter
ASV1365,-0.324360764,0.676252963,-0.47964413,0.635822596,0.806544193,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Cellulomonadaceae,Actinotalea,Actinotalea,ASV1365_Actinotalea
ASV1366,1.420167884,0.529199001,2.68361785,0.012984815,0.050663965,FALSE,TRUE,L-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1366_Abditibacterium
ASV1367,-1.361202746,0.515166966,-2.642255491,0.014269562,0.054699986,FALSE,FALSE,L-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV1367_Solirubrobacter
ASV137,-2.398232278,0.659364787,-3.637185856,0.001310472,0.009090102,TRUE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga,ASV137_Rhodocytophaga
ASV1376,-1.764669888,0.537183283,-3.28504245,0.003123807,0.017961891,TRUE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,Tepidisphaera,ASV1376_Tepidisphaera
ASV1379,-2.498406719,0.636880122,-3.922883808,6.40E-04,0.005132789,TRUE,TRUE,L-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Aetherobacter,Aetherobacter,ASV1379_Aetherobacter
ASV1381,-0.586742854,0.568892992,-1.031376484,0.312646522,0.512669906,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1381_Gemmata
ASV1383,-1.118866042,0.649917696,-1.721550359,0.098018023,0.227839767,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1383_AKIW781
ASV139,-2.997165665,0.617403242,-4.854470243,6.01E-05,8.21E-04,TRUE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV139_JG30-KF-CM45
ASV1396,-1.975780556,0.617780445,-3.198192129,0.003857531,0.02081162,TRUE,TRUE,L-BSC,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus,ASV1396_Planococcus
ASV14,-0.217753809,0.442494353,-0.492105284,0.627116255,0.800576579,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,NA,Beijerinckiaceae,ASV14_Beijerinckiaceae
ASV140,-4.335051999,0.517287988,-8.380345375,1.37E-08,1.09E-06,TRUE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Marmoricola,ASV140_Marmoricola
ASV1404,-1.431276914,0.535340561,-2.673582051,0.013286153,0.051609324,FALSE,FALSE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV1404_PMMR1
ASV1409,0.802203397,0.555446514,1.444249585,0.161597927,0.320992247,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV1409_Gemmatimonas
ASV1410,-0.900738657,0.543488541,-1.65732778,0.110469532,0.24443132,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,Oxalobacteraceae,ASV1410_Oxalobacteraceae
ASV1415,-1.248644638,0.632565443,-1.973937483,0.06000684,0.157969814,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Marisediminicola,Marisediminicola,ASV1415_Marisediminicola
ASV1419,-0.344618793,0.454821598,-0.757701028,0.456005789,0.651106184,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV1419_Vicinamibacteraceae
ASV1423,-1.307883732,0.545508669,-2.397548941,0.024641738,0.08036149,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1423_WD2101_soil_group
ASV1426,-1.369929256,0.499113291,-2.74472606,0.011284303,0.04544922,TRUE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1426_WD2101_soil_group
ASV1427,-0.245918014,0.564804722,-0.435403608,0.667160215,0.821264828,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV1427_Flavisolibacter
ASV143,-3.272332171,0.64769901,-5.052242043,3.64E-05,5.79E-04,TRUE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV143_JG30-KF-CM45
ASV1430,0.957952581,0.672202737,1.425094736,0.167005735,0.327840833,FALSE,TRUE,L-BSC,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus,ASV1430_Paenibacillus
ASV1431,-0.823303939,0.525042121,-1.568072173,0.12995593,0.275015697,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1431_WD2101_soil_group
ASV1435,-0.636569788,0.563608817,-1.12945321,0.269869506,0.466138237,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV1435_Microvirga
ASV1439,-0.850723258,0.550745984,-1.544674463,0.135510019,0.281989898,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,Parviterribacter,ASV1439_Parviterribacter
ASV1449,-1.563357168,0.527581844,-2.963250513,0.006770821,0.031145775,TRUE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,NA,Beijerinckiaceae,ASV1449_Beijerinckiaceae
ASV145,-4.081067224,0.577390822,-7.06811932,2.63E-07,9.57E-06,TRUE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Mangrovihabitans,Mangrovihabitans,ASV145_Mangrovihabitans
ASV1457,-1.182056407,0.526003601,-2.247240142,0.034088241,0.104786341,FALSE,TRUE,L-BSC,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus,ASV1457_Tumebacillus
ASV1459,-1.838573157,0.486717622,-3.777494536,9.23E-04,0.006952104,TRUE,TRUE,L-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1459_AKIW781
ASV146,-0.252660251,0.724453833,-0.34875963,0.730310862,0.859073611,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV146_Longimicrobiaceae
ASV1460,0.43866651,0.583318625,0.752018693,0.459352062,0.652239257,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pararhodobacter,Pararhodobacter,ASV1460_Pararhodobacter
ASV1461,0.16091597,0.607244679,0.264993627,0.793277077,0.882091813,FALSE,TRUE,L-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1461_Abditibacterium
ASV1465,0.192472582,0.717568392,0.268228903,0.790815156,0.881597508,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1465_Tautonia
ASV1475,0.145373591,0.526028582,0.276360631,0.784637071,0.880324518,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV1475_Blastocatellaceae
ASV1479,0.012642046,0.463207601,0.027292397,0.978452197,0.988039194,FALSE,TRUE,L-BSC,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Intrasporangiaceae,Pedococcus-Phycicoccus,Pedococcus-Phycicoccus,ASV1479_Pedococcus-Phycicoccus
ASV148,-0.601586273,1.018893357,-0.590431048,0.560420842,0.747942307,FALSE,TRUE,L-BSC,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA,Ardenticatenaceae,ASV148_Ardenticatenaceae
ASV1482,-1.824488676,0.453070622,-4.026941027,4.92E-04,0.004259414,TRUE,TRUE,L-BSC,Bacteria,Myxococcota,Polyangiia,Nannocystales,Nannocystaceae,Nannocystis,Nannocystis,ASV1482_Nannocystis
ASV1491,-1.309783358,0.518983665,-2.52374679,0.018640344,0.065958139,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1491_WD2101_soil_group
ASV1492,-2.548994765,0.458840897,-5.555291128,1.03E-05,2.12E-04,TRUE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Enterovirga,Enterovirga,ASV1492_Enterovirga
ASV1494,-2.540139933,0.505710336,-5.022914802,3.92E-05,5.87E-04,TRUE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1494_Tautonia
ASV1497,-0.319129782,0.603708965,-0.528615277,0.601927164,0.784030315,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1497_WD2101_soil_group
ASV1498,0.390929825,0.619546096,0.630993929,0.534008116,0.7258524,FALSE,TRUE,L-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV1498_Chthoniobacter
ASV15,1.393501431,0.665095229,2.095190841,0.046884594,0.132673472,FALSE,TRUE,L-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,NA,Chthoniobacteraceae,ASV15_Chthoniobacteraceae
ASV151,-1.284062652,0.557986086,-2.301244931,0.030368175,0.095474046,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV151_Adhaeribacter
ASV1511,-0.795667345,0.442317015,-1.798862168,0.084629546,0.204326584,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA,Tepidisphaeraceae,ASV1511_Tepidisphaeraceae
ASV1513,1.105352699,0.624041326,1.771281249,0.089213937,0.211883101,FALSE,TRUE,L-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1513_Armatimonadaceae
ASV1515,-1.727545674,0.698053991,-2.474802374,0.020785746,0.071242125,FALSE,TRUE,L-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV1515_Chthoniobacter
ASV1517,-1.098236323,0.641181933,-1.712831051,0.099635399,0.228513022,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella,Cnuella,ASV1517_Cnuella
ASV1518,-1.164649297,0.61286996,-1.900320415,0.069469219,0.176500284,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV1518_Bryobacter
ASV152,2.950747622,0.789766533,3.736227731,0.001023232,0.007452539,TRUE,TRUE,L-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV152_Deinococcus
ASV1526,-0.005116709,0.556503058,-0.009194396,0.992740039,0.995016966,FALSE,TRUE,L-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV1526_Roseisolibacter
ASV153,3.3009257,0.621366227,5.312367423,1.89E-05,3.24E-04,TRUE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV153_Segetibacter
ASV1531,-0.188240214,0.582639801,-0.323081625,0.74943154,0.859785613,FALSE,TRUE,L-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Pajaroellobacter,Pajaroellobacter,ASV1531_Pajaroellobacter
ASV1533,0.805537814,0.696449371,1.156635138,0.258805009,0.456960763,FALSE,TRUE,L-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV1533_Deinococcaceae
ASV1535,-0.135821811,0.612771146,-0.221651773,0.826460133,0.900656055,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1535_WD2101_soil_group
ASV155,-0.244186767,0.4967253,-0.491593175,0.62747298,0.800576579,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter,Siphonobacter,ASV155_Siphonobacter
ASV1552,0.175473047,0.644826395,0.272124479,0.787853717,0.88054239,FALSE,TRUE,L-BSC,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,Haliangiaceae,ASV1552_Haliangiaceae
ASV1554,-0.104344512,0.506884791,-0.205854494,0.838640775,0.90714361,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1554_Gemmata
ASV1558,-1.303580691,0.580369477,-2.246122069,0.034169459,0.104786341,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV1558_Adhaeribacter
ASV1562,-0.399014609,0.65041759,-0.613474505,0.545333573,0.737315185,FALSE,TRUE,L-BSC,Bacteria,Armatimonadota,Chthonomonadia,Chthonomonadales,Chthonomonadaceae,Chthonomonas,Chthonomonas,ASV1562_Chthonomonas
ASV1563,-1.348072214,0.582601122,-2.313885373,0.029552755,0.093583725,FALSE,TRUE,L-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1563_Abditibacterium
ASV1568,-1.110896865,0.595150846,-1.866580333,0.074225261,0.185007279,FALSE,TRUE,L-BSC,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,Myxococcaceae,ASV1568_Myxococcaceae
ASV157,-0.566660808,0.740493471,-0.765247541,0.451584336,0.648855909,FALSE,TRUE,L-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV157_Chthoniobacter
ASV1576,0.180028382,0.520453841,0.345906529,0.732426856,0.859785613,FALSE,TRUE,L-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1576_Tautonia
ASV158,-1.388674857,0.571809513,-2.428562007,0.023020663,0.076738414,FALSE,TRUE,L-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga,ASV158_Rhodocytophaga
ASV1588,0.169683381,0.599479194,0.283051327,0.779564591,0.878014758,FALSE,TRUE,L-BSC,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV1588_Sumerlaea
ASV1589,0.080254288,0.574965537,0.13958104,0.890155767,0.933416049,FALSE,TRUE,L-BSC,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV1589_Vicinamibacteraceae
ASV159,-0.084855209,0.598615426,-0.14175246,0.888458745,0.933416049,FALSE,TRUE,L-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV159_Microvirga
ASV1591,0.357492955,0.536956458,0.665776431,0.511902816,0.709038131,FALSE,TRUE,L-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,Phaselicystis,ASV1591_Phaselicystis
ASV1598,-1.110616926,0.411642885,-2.698010745,0.012563845,0.049463067,TRUE,TRUE,L-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1598_Abditibacterium
